County Name,City,Location Name,Location URL,Location Address,Location Number,Location Email ,Notes/Status
,Bellingham,Haggen Pharmacy 3460,https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyBellingham,"2900 Woburn St|Bellingham, WA 98226",,,"Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses."
,Bellingham,PEACEHEALTH ST JOSEPH MEDICAL CENTER,,"2901 Squalicum Parkway|Bellingham, WA 98225",,whatcomvaccine@peacehealth.org,Please email using the information provided above.
,Bellingham,Sea Mar - Bellingham,https://www.seamar.org/covid-vaccine,"4455 Cordata Pkwy|Bellingham, WA 98226",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Everson,SEA MAR -  EVERSON,https://www.seamar.org/covid-vaccine,"6884 Hannegan Rd|Everson, WA 98247",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website to see eligibility requirements and which clinics have vaccines available."
,Lynden,Safeway Pharmacy 1930,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyLynden,"8071 Guide Meridian Rd #101|Lynden, WA 98264",,,"Appointments are required. Please schedule on our website. If there are no dates listed, all appointments have been filled. Please check back at a later date. Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses."
Whitman County,,,,,,,
,Pullman,Palouse Medical,,"825 SE Bishop Blvd Ste. 200|Pullman, WA 99163",,admin@palousemedical.com,COVID vaccine administration at this location is only for current patients from this healthcare facility.
,Colfax,Whitman Hospital and Medical Clinics,,"1200 W. Fairview|Colfax, WA 99111",,,"COVID vaccine administration at this location is only for current patients from this healthcare facility.
To schedule appointment call 509-397-5719."
,Pullman,PULLMAN REGIONAL HOSPITAL,,"835 SE Bishop Blvd|Pullman, WA 99163",,covidvaccine@pullmanregional.org,
,Pullman,SAFEWAY #27-2639,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyPullman,"430 SE Bishop Blvd|Pullman, WA 99163",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Pullman,Schweitzer Engineering Laboratories Health Clinic,,"2560 SE Hopkins Ct|Pullman, WA 99163|",509-592-4784,,
,Pullman,Sid's LTC,,"825 Southeast Bishop Blvd. # 301|Pullman, WA 99163",,covid@sidspharmacy.com,"COVID vaccine administration at this location is only for current patients from this healthcare facility.
Call 509-339-7078 or email covid@sidspharmacy.com"
Yakima County,,,,,,,
,Grandview,SAFEWAY #27-1593,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyGrandview,"610 E Wine Country Rd|Grandview, WA 98930",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Grandview,Yakima Valley Farm Workers Clinic - GRANDVIEW,,"1000 Wallace Way|Grandview, WA 98930",,Quality@yvfwc.org,"Please send an email including first and last name, best contact number and city. Scheduler will call you back."
,Sunnyside,ASTRIA SUNNYSIDE HOSPITAL,,"1016 Tacoma Ave|Sunnyside, WA 98944|",(509) 837-1317,amber.hunsaker@astria.health,call or email
,Toppenish,ASTRIA TOPPENISH HOSPITAL,,"502 N 4th Ave|Toppenish, WA 98948|",(509) 865-1520,laurie.mires@astria.health,Call or email to schedule an appointment.
,Toppenish,Yakima Valley Farm Workers - TOPPENISH,,"510 W. First Avenue|Toppenish, WA 98948|",509-865-5600,Quality@yvfwc.org,"For groups scheduling over 5 people-  please email a list including first and last name, contact number and city. Our scheduler will call you back.
For individuals and groups scheduling up to 5 people- call the main number at: (509) 865-5600."
,Union Gap,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx994xy/?&e_id=4987,"2310 LONGFIBRE RD|Union Gap, WA 98903",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Yakima,CENTRAL WA FAMILY MEDICINE,https://www.chcw.org/,"1806 W Lincoln Ave|Yakima, WA 98902",,covidvaccine@chcw.org,Go to www.chcw.org to be placed on a wait list.
,Yakima,"Fred Meyer Stores, Yakima",https://www.fredmeyer.com/rx/guest/get-vaccinated,"1206 North 40th Ave|Yakima, WA 98908|",509-576-6833,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Yakima,SAFEWAY #27-1660,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyYakima,"905 E Meade Ave|Yakima, WA 98903",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Yakima,Yakima Neighborhood Health Services,,"12 S. 8th St|Yakima, WA 98901|",509-454-4143,chris.newman@ynhs.org,Please call to schedule an appointment.
,Yakima,YAKIMA PEDIATRIC ASSOCIATES,,"402 S 12th Ave|Yakima, WA 98902",,covidvaccine@chcw.org,Go to www.chcw.org to be placed on a wait list.
,Yakima,YAKIMA VALLEY MEMORIAL HOSPITAL,https://www.yakimamemorial.org/medical-services-vaccinations.asp,"2811 Tieton Drive|Yakima, WA 98902|",509-972-1151,COVIDvaccineScheduling@yvmh.org,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled."
